path,source,true_label,assign_class,maha_min,pca_residual,knn_mean
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (22).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.56886,1.7838078,3.694044771194458
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (23).tif,Test,Brachypterois serrulata,Brachypterois serrulata,47.316578,1.6271143,3.6316202829939654
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (24).tif,Test,Brachypterois serrulata,Brachypterois serrulata,48.759983,1.7558253,3.833111753292568
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (25).tif,Test,Brachypterois serrulata,Brachypterois serrulata,39.885727,1.4278139,3.2774918221098712
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (26).tif,Test,Brachypterois serrulata,Brachypterois serrulata,39.21737,1.4538708,3.317086253166199
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (27).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.176,1.482199,3.4424217627720908
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (28).tif,Test,Brachypterois serrulata,Brachypterois serrulata,37.481693,1.4539663,3.3684386229515075
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (29).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.228233,1.433478,3.426637854443245
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (3).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.529476,1.6156412,3.360109601020813
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (30).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.205933,1.5317861,3.4383847521023823
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (31).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.203403,1.448962,3.4374699115753176
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (32).tif,Test,Brachypterois serrulata,Brachypterois serrulata,41.076324,1.5585072,3.42898743391037
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (33).tif,Test,Brachypterois serrulata,Brachypterois serrulata,42.24281,1.5123783,3.379944565296173
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (34).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.785553,1.5025822,3.322305156366477
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (35).tif,Test,Brachypterois serrulata,Brachypterois serrulata,41.695385,1.4779105,3.317426137753017
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (36).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.99589,1.4850534,3.3273499059677123
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (37).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.354015,1.0970461,2.7499448151539787
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (38).tif,Test,Brachypterois serrulata,Brachypterois serrulata,52.554718,0.9418808,2.4017781785705345
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (39).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.584007,0.92331076,2.363570013756655
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (4).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.545982,1.5618173,3.3286797173350053
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (40).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.925426,0.98056686,2.4802627034514146
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (41).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.261745,1.0192754,2.459162944753182
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (42).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.75757,0.9784512,2.4880390841162194
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (43).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.809044,0.9772474,2.435968030889046
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (44).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.166664,0.97208935,2.4123000751597217
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (45).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.30704,1.0578916,2.573037359714508
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (46).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.05653,0.9850299,2.5173685668187216
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (47).tif,Test,Brachypterois serrulata,Brachypterois serrulata,55.257782,1.027182,2.639161480221053
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (48).tif,Test,Brachypterois serrulata,Brachypterois serrulata,55.951954,1.0596561,2.6261582540137103
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (49).tif,Test,Brachypterois serrulata,Brachypterois serrulata,49.859158,1.5326926,2.9341697822672654
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (5).tif,Test,Brachypterois serrulata,Brachypterois serrulata,40.677128,1.4800313,3.1834950319691995
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (50).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.695236,1.5819097,3.1587437994806966
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (51).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.601887,1.6289585,3.169258572237144
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (52).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.126186,1.5205748,2.937678839166176
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (53).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.540043,1.620317,3.1069696258169937
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (54).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.301983,1.5369135,3.064987325535469
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (55).tif,Test,Brachypterois serrulata,Brachypterois serrulata,50.878384,1.5727525,2.9667672498177513
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (56).tif,Test,Brachypterois serrulata,Brachypterois serrulata,50.061348,1.6041392,2.9571523239207385
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (57).tif,Test,Brachypterois serrulata,Brachypterois serrulata,50.767017,1.5483015,2.9323580450963003
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (58).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.030952,1.4991176,2.916296252012253
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (59).tif,Test,Brachypterois serrulata,Brachypterois serrulata,50.336178,1.549906,3.032182802159798
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (6).tif,Test,Brachypterois serrulata,Brachypterois serrulata,43.630264,1.5367396,3.449867505545519
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (60).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.45105,1.476715,2.9159024157118916
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (61).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.92004,1.272722,2.7252152796118456
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (62).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.20062,1.1830422,2.4378325851290423
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (63).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.244095,1.1741434,2.4615127529692766
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (64).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.055996,1.1706144,2.4118265463900683
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (65).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.342186,1.2229375,2.479717027696868
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (66).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.62736,1.11091,2.485218530893326
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (67).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.686428,1.1865124,2.4824979819846273
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (68).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.543186,1.26373,2.564466789516707
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (69).tif,Test,Brachypterois serrulata,Brachypterois serrulata,54.184536,1.177429,2.5039543528508172
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (7).tif,Test,Brachypterois serrulata,Brachypterois serrulata,42.98204,1.6091577,3.5629076408011247
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (70).tif,Test,Brachypterois serrulata,Brachypterois serrulata,52.60896,1.1760201,2.4597321452689287
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (71).tif,Test,Brachypterois serrulata,Brachypterois serrulata,52.906387,1.2065516,2.5000984115927416
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (72).tif,Test,Brachypterois serrulata,Brachypterois serrulata,53.935722,1.2092772,2.6368008782458423
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (73).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.297234,1.0116916,2.53312250565996
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (74).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.63952,1.0356843,2.5656186151504516
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (75).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.345257,1.0428095,2.54949327897539
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (76).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.97048,1.0741585,2.5694081711769106
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (77).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.328686,1.0259581,2.5748345847081167
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (78).tif,Test,Brachypterois serrulata,Brachypterois serrulata,44.67355,0.9902904,2.5247679491369923
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (79).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.150383,1.0153512,2.539022185320757
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (8).tif,Test,Brachypterois serrulata,Brachypterois serrulata,42.844547,1.5674523,3.4116055822372435
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (80).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.72724,1.0419166,2.4989410288660725
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (81).tif,Test,Brachypterois serrulata,Brachypterois serrulata,46.73129,1.0088128,2.550573883767031
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (82).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.318245,1.0719253,2.7178346784066183
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (83).tif,Test,Brachypterois serrulata,Brachypterois serrulata,45.75797,1.0898172,2.710940257310867
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (84).tif,Test,Brachypterois serrulata,Brachypterois serrulata,48.158226,1.0544077,2.5754736161231992
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (85).tif,Test,Brachypterois serrulata,Brachypterois serrulata,52.445694,1.8520418,4.170549637789629
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (86).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.061066,1.7912055,4.028769832849503
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (87).tif,Test,Brachypterois serrulata,Brachypterois serrulata,50.246296,1.8507044,4.057863038778305
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (88).tif,Test,Brachypterois serrulata,Brachypterois serrulata,51.60348,1.739505,4.032840213293932
/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (9).tif,Test,Brachypterois serrulata,Brachypterois serrulata,42.48088,1.5978009,3.4335836146933367
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(1).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.25179,2.1187122,11.77176092066015
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(10).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.12382,1.4899895,12.080048320648935
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(11).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.314648,1.6424495,12.426175957081583
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(12).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.25287,1.6813282,12.368965234312316
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(13).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,49.893787,2.151195,12.727086009979248
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(14).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,49.25314,2.11315,12.394077486510179
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(15).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,58.331505,2.6675222,12.981755050794732
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(16).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.46813,2.7769682,11.183831914181612
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(17).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,46.03193,2.6870518,11.19377391576767
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(18).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.817616,2.6855044,11.073436781167985
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(19).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.817776,2.7096407,11.060800116772555
