Image,actual_shape,predicted_shape,generated_caption,Description
Ectreposbastes imus_dorsal_Sp2_L_dorsal (8).tif,discoidal,Discoidal to hour-glass,"Type: Sagittal. Side: Left otolith. Shape: Discoidal to hour-glass, sinuate dorsal and crenate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch. Posterior region: blunt.
Class detected:Pterygotrigla hemisticta","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
AI10L 0.75X.tif,Spindle-shaped to fusiform,Oval to elliptical,"Type: Sagittal. Side: Left otolith. Shape: Oval to elliptical, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: Blunt to round.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Left otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round to angled, rostrum round and antirostrum poorly defined or round, excisura wide with wide, shallow notch . Posterior region: double-peaked."
AI23 0.75XDORSAL1.tif,Spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round ,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI23R 0.75X.tif,Spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round ,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI26R 0.75X.tif,Spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly, excisura wide with wide shallow notch. Posterior region: Round.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI35R 0.75X.tif,Spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: Round, excisura narrow, with shallow notch, rostrum longer than antirostrum, antirostrum present. Posterior region: blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum round and antirostrum slightly angled or poorly defined, excisura narrow with wide, shallow notch. Posterior region: blunt."
AI3R .75X.tif,Spindle-shaped to fusiform,Semicircular to triangular,"Type: Sagittal. Side: Right otolith. Shape: Semicircular to triangular, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, markedly curved. Anterior region: double-peaked, rostrum angled and antirostrum angled,  excisura wide with wide, shallow notch. Posterior region: angled.
Class detected:Dactyloptena papilio","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: double-peaked."
AI44R 0.75X.tif,Spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura wide with wide shallow notch. Posterior region: round to blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: round."
AI50L 0.75X.tif,fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, excisura narrow, with shallow notch, rostrum blunt longer than antirostrum, antirostrum present. Posterior region: blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI53R 0.75X.tif,fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, shallow notch or poorly defined notch and excisura. Posterior region: blunt.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: angled."
AI58R 0.75X.tif,spindle-shaped to fusiform,Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide shallow notch. Posterior region: Round.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum round, excisura wide with wide, shallow notch. Posterior region: double-peaked."
AI7.tif,Spindle-shaped to fusiform,Triangular to Spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: Triangular to Spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: Peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with acute, shallow notch. Posterior region: peaked.
Class detected:Grammoplites suppositus","Type: Sagittal. Side: Right otolith. Shape: Spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: angled."
Minous dempsterae_Sp4_L (11).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (126).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, notch absent. Posterior region: oblique.
Class detected:Brachypterois serrulata","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (127).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, notch absent. Posterior region: oblique.
Class detected:Brachypterois serrulata","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (128).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (129).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.
Class detected:Dactyloptena orientalis","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
